method,condition,seed,attack_level,timestep,reward,distance_to_goal,is_success,action_norm,intended_action_norm,safety_violation,recovery_triggered,episode_idx
random_recovery,action_clipping,0,0.3,37,-0.0,0.022752638549897248,1.0,0.11409562081098557,1.2124085426330566,0.0,1.0,0
random_recovery,action_clipping,0,0.3,38,-0.0,0.02269349031496793,1.0,0.11376316845417023,1.0734061002731323,0.0,1.0,0
random_recovery,action_clipping,0,0.3,39,-0.0,0.027053699209502693,1.0,0.4520622789859772,1.2231642007827759,0.0,0.0,0
random_recovery,action_clipping,0,0.3,40,-0.0,0.028905556155910044,1.0,0.4262571334838867,0.9546472430229187,0.0,0.0,0
random_recovery,action_clipping,0,0.3,41,-0.0,0.028533845441697014,1.0,0.14452765882015228,0.6710125207901001,0.0,1.0,0
random_recovery,action_clipping,0,0.3,42,-0.0,0.02785584585976267,1.0,0.14266939461231232,1.4227062463760376,0.0,1.0,0
random_recovery,action_clipping,0,0.3,43,-0.0,0.03407855474905543,1.0,0.328681081533432,0.7524367570877075,0.0,0.0,0
random_recovery,action_clipping,0,0.3,44,-0.0,0.04220840650776535,1.0,0.3302517831325531,0.7538903951644897,0.0,0.0,0
random_recovery,action_clipping,0,0.3,45,-1.0,0.05636783519640555,0.0,0.5618001222610474,1.1271182298660278,0.0,0.0,0
random_recovery,action_clipping,0,0.3,46,-0.0,0.04891325814254269,1.0,0.2818392217159271,1.3119699954986572,0.0,1.0,0
random_recovery,action_clipping,0,0.3,47,-0.0,0.04043996022040394,1.0,0.24456609785556793,1.0590693950653076,0.0,1.0,0
random_recovery,action_clipping,0,0.3,48,-0.0,0.033632011385047914,1.0,0.20219962298870087,1.2467998266220093,0.0,1.0,0
random_recovery,action_clipping,0,0.3,49,-0.0,0.030859768101599017,1.0,0.16816012561321259,1.0890707969665527,0.0,1.0,0
random,action_clipping,0,0.3,0,-1.0,0.1593398232888964,0.0,0.565401554107666,1.4758449792861938,0.0,0.0,1
random,action_clipping,0,0.3,1,-1.0,0.16029412784742308,0.0,0.5390349626541138,0.796851396560669,0.0,0.0,1
random,action_clipping,0,0.3,2,-1.0,0.15339586837140137,0.0,0.39253559708595276,0.5676674842834473,0.0,0.0,1
random,action_clipping,0,0.3,3,-1.0,0.1661221489989374,0.0,0.6000000238418579,1.1159467697143555,0.0,0.0,1
random,action_clipping,0,0.3,4,-1.0,0.1775227737542445,0.0,0.5138674974441528,0.6502197980880737,0.0,0.0,1
random,action_clipping,0,0.3,5,-1.0,0.1812264390672091,0.0,0.5171464085578918,0.5752732157707214,0.0,0.0,1
random,action_clipping,0,0.3,6,-1.0,0.18366209947672898,0.0,0.4249665141105652,0.9250109195709229,0.0,0.0,1
random,action_clipping,0,0.3,7,-1.0,0.18364623711359382,0.0,0.6000000238418579,1.7264821529388428,0.0,0.0,1
random,action_clipping,0,0.3,8,-1.0,0.18182711560554818,0.0,0.4506334662437439,0.5027843713760376,0.0,0.0,1
random,action_clipping,0,0.3,9,-1.0,0.195229340104447,0.0,0.5201646089553833,1.174594759941101,0.0,0.0,1
random,action_clipping,0,0.3,10,-1.0,0.18792326181221936,0.0,0.5237346291542053,1.0568370819091797,0.0,0.0,1
random,action_clipping,0,0.3,11,-1.0,0.18693394527166202,0.0,0.6000000238418579,1.3494484424591064,0.0,0.0,1
random,action_clipping,0,0.3,12,-1.0,0.1871377492179822,0.0,0.6000000238418579,1.3875212669372559,0.0,0.0,1
random,action_clipping,0,0.3,13,-1.0,0.2003245352996654,0.0,0.5080866813659668,1.1836304664611816,0.0,0.0,1
random,action_clipping,0,0.3,14,-1.0,0.18772696985381027,0.0,0.5236131548881531,0.5713854432106018,0.0,0.0,1
random,action_clipping,0,0.3,15,-1.0,0.17669067490887505,0.0,0.5520629286766052,1.1635106801986694,0.0,0.0,1
random,action_clipping,0,0.3,16,-1.0,0.1641981542897158,0.0,0.4959028959274292,0.9369471669197083,0.0,0.0,1
