condition,episode_idx,step,distance_to_goal,recovery_triggered,action_norm
clean,4,19,0.023133051795971332,0,0.2098129838705063
clean,4,20,0.023132827002283522,0,0.20980744063854218
clean,4,21,0.02313324807762527,0,0.20981259644031525
clean,4,22,0.023133162409026183,0,0.2098114937543869
clean,4,23,0.02313345774519793,0,0.20981387794017792
clean,4,24,0.02313340508467256,0,0.20981255173683167
clean,4,25,0.023133517252293276,0,0.20981375873088837
clean,4,26,0.02313362686787871,0,0.20981372892856598
clean,4,27,0.023133654513771588,0,0.2098129540681839
clean,4,28,0.02313374441104924,0,0.20981423556804657
clean,4,29,0.02313377185014526,0,0.20981360971927643
clean,4,30,0.023133822737343053,0,0.20981311798095703
clean,4,31,0.023133947784626335,0,0.2098134458065033
clean,4,32,0.023134031537309033,0,0.20981347560882568
clean,4,33,0.0231341526154378,0,0.20981359481811523
clean,4,34,0.023134184831251875,0,0.20981347560882568
clean,4,35,0.023134210256826215,0,0.2098122388124466
clean,4,36,0.023134344894349203,0,0.2098129540681839
clean,4,37,0.023134406714019604,0,0.20981357991695404
clean,4,38,0.023134431495428983,0,0.20981189608573914
clean,4,39,0.023134499226909754,0,0.20981286466121674
clean,4,40,0.0231345986719964,0,0.2098127007484436
clean,4,41,0.023134602133877587,0,0.20981210470199585
clean,4,42,0.023134692158889483,0,0.2098124921321869
clean,4,43,0.023134745112986264,0,0.20981241762638092
clean,4,44,0.0231348034687826,0,0.20981168746948242
clean,4,45,0.023134859648364856,0,0.20981217920780182
clean,4,46,0.023134946236919834,0,0.2098119556903839
clean,4,47,0.023135028738253568,0,0.20981217920780182
clean,4,48,0.023135024487252746,0,0.20981155335903168
clean,4,49,0.023135080639187778,0,0.20981146395206451
clean,5,0,0.15547349893199733,0,1.4967352151870728
clean,5,1,0.11605258347122471,0,1.3525704145431519
clean,5,2,0.07881189430289329,0,1.0494951009750366
clean,5,3,0.04588238657187314,0,0.9972452521324158
clean,5,4,0.02231819867163989,0,0.9389718770980835
clean,5,5,0.02415886761346665,0,0.9399566054344177
clean,5,6,0.024332885102040822,0,0.9368122220039368
clean,5,7,0.024350226497154463,0,0.9352646470069885
clean,5,8,0.02437253785573847,0,0.9344736337661743
clean,5,9,0.02439471217982726,0,0.9340320825576782
clean,5,10,0.024413886979040025,0,0.9337679743766785
clean,5,11,0.02442941565981827,0,0.9336026906967163
clean,5,12,0.024441587589175244,0,0.9334996342658997
clean,5,13,0.024450849659312508,0,0.9334314465522766
clean,5,14,0.024457862410390004,0,0.933383047580719
clean,5,15,0.02446307394466542,0,0.933347761631012
clean,5,16,0.024466885994612442,0,0.933322548866272
clean,5,17,0.0244696495193325,0,0.9333046078681946
clean,5,18,0.024471640230596284,0,0.9332916736602783
clean,5,19,0.02447307280645147,0,0.9332823157310486
clean,5,20,0.024474097930026938,0,0.9332756996154785
clean,5,21,0.02447482707212442,0,0.9332711100578308
clean,5,22,0.0244753542484008,0,0.9332677721977234
clean,5,23,0.024475734953700555,0,0.9332653284072876
clean,5,24,0.02447601100023026,0,0.9332636594772339
clean,5,25,0.02447620949834485,0,0.9332622289657593
clean,5,26,0.024476352432086797,0,0.9332612156867981
clean,5,27,0.024476451780633804,0,0.933260440826416
clean,5,28,0.024476522626606812,0,0.9332594871520996
clean,5,29,0.0244765715447425,0,0.9332589507102966
clean,5,30,0.024476604342624098,0,0.9332584738731384
clean,5,31,0.024476624992914343,0,0.933258056640625
clean,5,32,0.02447663456032468,0,0.9332579374313354
clean,5,33,0.0244766421736668,0,0.9332574009895325
clean,5,34,0.024476643618651373,0,0.9332572221755981
clean,5,35,0.024476641645033877,0,0.9332568645477295
clean,5,36,0.024476637128212356,0,0.9332565069198608
clean,5,37,0.02447662571741752,0,0.9332563281059265
clean,5,38,0.024476617926441846,0,0.9332560300827026
clean,5,39,0.02447660584619028,0,0.9332558512687683
clean,5,40,0.024476595558347185,0,0.9332556128501892
clean,5,41,0.0244765855610283,0,0.9332552552223206
clean,5,42,0.024476571728185976,0,0.9332550168037415
clean,5,43,0.024476560682910733,0,0.9332548379898071
clean,5,44,0.024476551997648772,0,0.933254599571228
clean,5,45,0.024476543809657584,0,0.9332543611526489
clean,5,46,0.02447653311740319,0,0.9332541823387146
clean,5,47,0.0244765211279998,0,0.9332539439201355
clean,5,48,0.024476512348097612,0,0.9332535862922668
clean,5,49,0.024476495153984257,0,0.9332535862922668
clean,6,0,0.13143243039550298,0,1.7523890733718872
clean,6,1,0.0865625619520373,0,1.313104271888733
clean,6,2,0.049956434211012965,0,1.018905520439148
clean,6,3,0.022195954422253073,0,0.7173945307731628
clean,6,4,0.015802888298119263,0,0.35426223278045654
clean,6,5,0.018649777013111487,0,0.31574857234954834
clean,6,6,0.01857126800011601,0,0.30739378929138184
clean,6,7,0.018883439443032838,0,0.3101031184196472
clean,6,8,0.018786798862010318,0,0.30814406275749207
clean,6,9,0.018855956830704183,0,0.3093070387840271
clean,6,10,0.018847271338988537,0,0.3088526427745819
clean,6,11,0.01887438617205439,0,0.30907711386680603
clean,6,12,0.018882535764003117,0,0.30895867943763733
clean,6,13,0.018892548964866463,0,0.3089880049228668
clean,6,14,0.018896526043792185,0,0.30896496772766113
clean,6,15,0.018899790741797356,0,0.3089714050292969
clean,6,16,0.0189013334062637,0,0.3089671730995178
clean,6,17,0.018902530849892168,0,0.30896955728530884
clean,6,18,0.01890316096016894,0,0.3089683949947357
clean,6,19,0.018903724720886566,0,0.3089694380760193
clean,6,20,0.018904041681000454,0,0.3089704215526581
clean,6,21,0.018904252565321907,0,0.30896952748298645
clean,6,22,0.018904408299807426,0,0.30896997451782227
clean,6,23,0.018904532047228695,0,0.30896976590156555
clean,6,24,0.018904667034956454,0,0.3089703321456909
clean,6,25,0.018904718510003315,0,0.3089694082736969
clean,6,26,0.01890481718774956,0,0.3089698255062103
clean,6,27,0.01890496640833127,0,0.3089698553085327
clean,6,28,0.018904942426881125,0,0.30896905064582825
clean,6,29,0.01890502675763056,0,0.3089693784713745
clean,6,30,0.01890508201629936,0,0.3089691698551178
clean,6,31,0.018905124965775216,0,0.3089686930179596
clean,6,32,0.01890526373679112,0,0.308969110250473
clean,6,33,0.018905347677025515,0,0.30896836519241333
clean,6,34,0.018905410275425992,0,0.3089688718318939
clean,6,35,0.01890542384461323,0,0.30896860361099243
clean,6,36,0.018905470706491366,0,0.308967649936676
clean,6,37,0.018905531795520784,0,0.30896809697151184
clean,6,38,0.018905586055082985,0,0.3089674711227417
clean,6,39,0.018905675781900718,0,0.3089680075645447
clean,6,40,0.01890577990131207,0,0.3089674711227417
clean,6,41,0.0189057762753067,0,0.30896690487861633
clean,6,42,0.01890588754712279,0,0.3089674115180969
clean,6,43,0.018905916227214693,0,0.3089669942855835
clean,6,44,0.018905980124762533,0,0.30896690487861633
clean,6,45,0.018906058689360978,0,0.30896613001823425
clean,6,46,0.01890613286067048,0,0.30896687507629395
clean,6,47,0.018906169744516275,0,0.3089659512042999
clean,6,48,0.01890627564695269,0,0.3089662492275238
clean,6,49,0.01890632674840172,0,0.308965802192688
clean,7,0,0.15705194785710522,0,1.2933251857757568
clean,7,1,0.1220322984668239,0,1.0784859657287598
clean,7,2,0.08748440708253073,0,1.0333709716796875
clean,7,3,0.05474550051733421,0,0.8670603632926941
clean,7,4,0.027384073606292372,0,0.46573323011398315
clean,7,5,0.015709261218009935,0,0.38504400849342346
clean,7,6,0.013603926618588733,0,0.3837873041629791
clean,7,7,0.012897797458137041,0,0.3840552270412445
clean,7,8,0.012715527562979076,0,0.38439515233039856
clean,7,9,0.01265742417495454,0,0.38436296582221985
clean,7,10,0.012674131601705371,0,0.3843684792518616
clean,7,11,0.012707872045839815,0,0.38428032398223877
clean,7,12,0.012723871672060622,0,0.38422244787216187
clean,7,13,0.01272039686828296,0,0.38420429825782776
clean,7,14,0.012708248277784724,0,0.38421133160591125
clean,7,15,0.012694737656191564,0,0.38422659039497375
clean,7,16,0.012683594282813506,0,0.38424158096313477
clean,7,17,0.012675608842668893,0,0.3842523396015167
clean,7,18,0.01267052544351314,0,0.38426023721694946
clean,7,19,0.012667364434636341,0,0.38426393270492554
clean,7,20,0.012665521096103579,0,0.38426673412323
clean,7,21,0.01266438767531994,0,0.38426825404167175
clean,7,22,0.012663828013945343,0,0.3842690587043762
clean,7,23,0.01266350124453213,0,0.38426992297172546
clean,7,24,0.012663313445891116,0,0.3842695355415344
clean,7,25,0.012663293686515193,0,0.3842698335647583
clean,7,26,0.01266331320268129,0,0.3842698335647583
clean,7,27,0.012663374207522433,0,0.38426992297172546
clean,7,28,0.012663459107970083,0,0.38426968455314636
clean,7,29,0.012663545201622679,0,0.3842700719833374
clean,7,30,0.012663644421021702,0,0.38426944613456726
clean,7,31,0.01266374284751106,0,0.3842696249485016
clean,7,32,0.012663874204193197,0,0.384269654750824
clean,7,33,0.012663965515279865,0,0.384269118309021
clean,7,34,0.012664043679944857,0,0.384269118309021
clean,7,35,0.01266418296803752,0,0.38426893949508667
clean,7,36,0.01266424756475163,0,0.3842688202857971
clean,7,37,0.012664373959906631,0,0.3842688500881195
clean,7,38,0.012664462455309033,0,0.38426873087882996
clean,7,39,0.012664587902834274,0,0.3842683732509613
clean,7,40,0.012664670381285473,0,0.3842684328556061
clean,7,41,0.012664791687856914,0,0.3842683434486389
clean,7,42,0.012664864906327577,0,0.38426828384399414
clean,7,43,0.01266503785466525,0,0.3842683434486389
clean,7,44,0.012665080587855867,0,0.3842677175998688
clean,7,45,0.012665179122003609,0,0.3842678368091583
clean,7,46,0.012665333906389869,0,0.38426777720451355
clean,7,47,0.012665432595194075,0,0.384267657995224
clean,7,48,0.012665532380253537,0,0.38426727056503296
clean,7,49,0.012665588788338195,0,0.3842678368091583
clean,8,0,0.1610713214636968,0,1.8291453123092651
clean,8,1,0.11790271601212231,0,1.4736906290054321
clean,8,2,0.08088583547089356,0,1.111059546470642
clean,8,3,0.049268391228152776,0,0.9938663244247437
clean,8,4,0.022090105267861846,0,0.45744335651397705
clean,8,5,0.018170543334300963,0,0.12372510135173798
clean,8,6,0.019207703789325046,0,0.12164472043514252
clean,8,7,0.019868614488296528,0,0.11681511253118515
clean,8,8,0.0199086433305228,0,0.11459817737340927
clean,8,9,0.020001788467360705,0,0.11549796909093857
clean,8,10,0.01997993181270182,0,0.11466040462255478
clean,8,11,0.019985764669764736,0,0.11489018052816391
clean,8,12,0.019971370168766992,0,0.11465606838464737
clean,8,13,0.019966331985533152,0,0.11468212306499481
clean,8,14,0.01995869553786129,0,0.11462077498435974
clean,8,15,0.019964339381740574,0,0.11478258669376373
clean,8,16,0.019988743880898868,0,0.11487521231174469
clean,8,17,0.020017549971703477,0,0.11480321735143661
clean,8,18,0.020032805820269856,0,0.11470077186822891
clean,8,19,0.02002988762496079,0,0.11458422243595123
clean,8,20,0.020013959393549136,0,0.1144924908876419
clean,8,21,0.019992448485630376,0,0.11445777118206024
clean,8,22,0.019972913513591553,0,0.11445589363574982
clean,8,23,0.019958574260456864,0,0.11445935070514679
clean,8,24,0.01994914857075182,0,0.11446477472782135
clean,8,25,0.019942978980003623,0,0.11446570605039597
clean,8,26,0.019939148950424215,0,0.11446778476238251
clean,8,27,0.019936703806424504,0,0.11446800082921982
clean,8,28,0.019935011131415704,0,0.1144670620560646
clean,8,29,0.01993401115302119,0,0.1144687607884407
clean,8,30,0.01993327143502247,0,0.11446762084960938
clean,8,31,0.01993280863663278,0,0.11446718126535416
clean,8,32,0.019932522876688587,0,0.11446737498044968
clean,8,33,0.0199322843606646,0,0.11446648836135864
clean,8,34,0.01993216181287386,0,0.11446700990200043
clean,8,35,0.019932053052252728,0,0.11446695029735565
clean,8,36,0.01993198559430818,0,0.11446647346019745
clean,8,37,0.019931961041864933,0,0.11446689814329147
clean,8,38,0.019931959059189798,0,0.11446701735258102
clean,8,39,0.01993197157886848,0,0.11446700990200043
clean,8,40,0.019931953948703684,0,0.11446681618690491
clean,8,41,0.019931965448785872,0,0.11446699500083923
clean,8,42,0.01993200622464898,0,0.11446698009967804
clean,8,43,0.01993203321143932,0,0.11446656286716461
clean,8,44,0.01993209429008933,0,0.1144673079252243
clean,8,45,0.019932157254313902,0,0.1144668310880661
clean,8,46,0.019932190835386464,0,0.11446715891361237
clean,8,47,0.01993229469337206,0,0.11446776986122131
clean,8,48,0.019932312341792983,0,0.11446724832057953
clean,8,49,0.019932349358354345,0,0.11446759849786758
clean,9,0,0.1276351569794473,0,1.639054536819458
clean,9,1,0.0851067613877333,0,1.1593737602233887
clean,9,2,0.047652435925375006,0,0.9751203656196594
clean,9,3,0.015763779864704647,0,0.7886308431625366
clean,9,4,0.0102665363871014,0,0.599906861782074
clean,9,5,0.00894218211061166,0,0.6155369877815247
clean,9,6,0.008616449528195855,0,0.6116518974304199
clean,9,7,0.008594371416746783,0,0.6092652678489685
clean,9,8,0.008613078304993077,0,0.6078336238861084
clean,9,9,0.008637395337017292,0,0.6069854497909546
clean,9,10,0.008659486286919801,0,0.6064724922180176
clean,9,11,0.008677591270876186,0,0.6061541438102722
clean,9,12,0.008691750568686001,0,0.6059512495994568
clean,9,13,0.008702579959008586,0,0.6058198809623718
clean,9,14,0.008710753828963731,0,0.6057331562042236
clean,9,15,0.008716894520571214,0,0.6056738495826721
clean,9,16,0.00872148287145317,0,0.6056330800056458
clean,9,17,0.00872492403758938,0,0.6056053042411804
clean,9,18,0.008727514231570001,0,0.6055855751037598
clean,9,19,0.008729455998965551,0,0.605570375919342
clean,9,20,0.0087308996211422,0,0.6055591702461243
clean,9,21,0.008731967874306678,0,0.6055519580841064
clean,9,22,0.008732779029168504,0,0.6055488586425781
clean,9,23,0.008733420660460312,0,0.6055465340614319
clean,9,24,0.008733919200474208,0,0.6055452823638916
clean,9,25,0.008734302708580237,0,0.6055440306663513
clean,9,26,0.008734599798427951,0,0.6055431962013245
clean,9,27,0.008734835786139983,0,0.6055413484573364
clean,9,28,0.008735025587613248,0,0.6055411100387573
clean,9,29,0.008735178821069653,0,0.6055396199226379
clean,9,30,0.008735298386977959,0,0.6055394411087036
clean,9,31,0.008735406986871318,0,0.6055389046669006
clean,9,32,0.008735501057867438,0,0.6055379509925842
clean,9,33,0.008735585518004855,0,0.6055374145507812
clean,9,34,0.00873565813270444,0,0.6055368185043335
clean,9,35,0.00873571672376744,0,0.6055360436439514
clean,9,36,0.008735778322364909,0,0.6055353879928589
clean,9,37,0.008735825629429839,0,0.6055349111557007
clean,9,38,0.008735878778506205,0,0.6055341362953186
clean,9,39,0.008735930815340584,0,0.6055336594581604
clean,9,40,0.008735972943581522,0,0.6055335998535156
clean,9,41,0.008736019317740078,0,0.6055330038070679
clean,9,42,0.008736064769392713,0,0.6055326461791992
clean,9,43,0.00873610964080952,0,0.605531632900238
clean,9,44,0.008736158539358,0,0.6055312156677246
clean,9,45,0.008736200746800028,0,0.6055307388305664
clean,9,46,0.008736241362259194,0,0.6055302023887634
clean,9,47,0.00873628422385473,0,0.6055302023887634
clean,9,48,0.00873633247664144,0,0.6055296063423157
clean,9,49,0.00873638343538919,0,0.6055294275283813
clean,10,0,0.0878287410149235,0,1.4855937957763672
clean,10,1,0.04636647647132401,0,1.1902251243591309
clean,10,2,0.011756503151802336,0,0.5736196637153625
clean,10,3,0.022519637718477984,0,0.13446633517742157
clean,10,4,0.022731504102747827,0,0.07830212265253067
clean,10,5,0.02365330094576166,0,0.05972672253847122
clean,10,6,0.023358747053395013,0,0.062393780797719955
clean,10,7,0.02349411504404394,0,0.06016891077160835
clean,10,8,0.023444210667597574,0,0.06080431118607521
clean,10,9,0.023512601224836442,0,0.060488756746053696
clean,10,10,0.023496132207641206,0,0.06071750447154045
clean,10,11,0.0235040816307654,0,0.06065807491540909
clean,10,12,0.02348513024912825,0,0.06073616445064545
clean,10,13,0.02347816430378135,0,0.06071501597762108
clean,10,14,0.023466627148287886,0,0.06073832884430885
clean,10,15,0.023461419939843044,0,0.06072727218270302
clean,10,16,0.02345657697158027,0,0.06073375418782234
