method,condition,attack_level,success_rate,avg_reward,final_distance,avg_episode_length,action_smoothness,action_magnitude,safety_violation_rate,recovery_rate,n_seeds,reliability_score,robustness_score,cyber_resilience_score,safety_score,recovery_score,trustworthiness_score
sac_plain,action_noise,0.05,0.0,-50.0,0.1317036147678943,50.0,0.9661825441617511,1.0431497672335692,0.0,0.0,3,0.0,0.1931302052689936,0.0,1.0,0.0,0.0982825513172484
sac_plain,action_scale,0.5,0.0,-50.0,0.1261536640722997,50.0,1.420491836965084,1.3302872975667317,0.6666666666666666,0.0,3,0.0,0.11072396481316345,0.0,0.33333333333333337,0.0,0.044347657869957535
sac_plain,clean,0.0,0.0,-50.0,0.1278733059531532,50.0,0.8917936819295088,1.0290873845418294,0.0,0.0,3,0.0,0.22748146976012332,0.0,1.0,1.0,0.45687036744003084
sac_plain,sensor_noise,0.01,0.0,-50.0,0.11886112690336138,50.0,1.0171421368916829,1.0580119689305623,0.0,0.0,3,0.0,0.23767040559641278,0.0,1.0,0.0,0.1094176013991032
sac_plain,sensor_noise,0.05,0.0,-50.0,0.12004020935420993,50.0,1.7010037104288738,1.3615930080413818,1.0,0.0,3,0.0,0.07166725396318709,0.0,0.0,0.0,0.01791681349079677
sac_plain,target_shift,0.03,0.0,-50.0,0.11970450275982535,50.0,0.8995532542467117,1.030098557472229,0.0,0.0,3,0.0,0.26161010339707164,0.0,1.0,0.0,0.11540252584926791
sac_plain_recovery,action_noise,0.05,0.0,-50.0,0.1280439595503998,50.0,0.8974693715572357,0.9883832335472107,0.0,1.0,3,0.0,0.22539570403493467,0.0,1.0,1.0,0.45634892600873367
sac_plain_recovery,action_scale,0.5,0.0,-50.0,0.13632341768099965,50.0,0.4314054151376088,0.7490089734395345,0.0,1.0,3,0.0,0.29855273977530866,0.0,1.0,1.0,0.47463818494382715
sac_plain_recovery,sensor_noise,0.01,0.0,-50.0,0.12237073651065204,50.0,1.1864262024561565,1.1172161102294922,0.3333333333333333,0.0,3,0.0,0.1824155260216626,0.0,0.6666666666666667,0.0,0.07893721483874899
sac_plain_recovery,sensor_noise,0.05,0.3333333333333333,-47.0,0.1307868145946572,50.0,1.539049506187439,1.1943044265111287,0.6666666666666666,1.0,3,0.3333333333333333,0.06245262655896251,0.3333333333333333,0.33333333333333337,1.0,0.49894648997307395
sac_plain_recovery,target_shift,0.03,0.0,-50.0,0.12843260128601053,50.0,0.9192646915713946,1.032179594039917,0.0,0.0,3,0.0,0.21855989136836068,0.0,1.0,0.0,0.10463997284209017
